순번,업소명,연락처,팩스,주소,영업시간,휴무일,기본정보,장애인 편의 시설,주출입구,장애인전용주차구역,출입문 문 폭,복도/통로,장애인용 엘리베이터,장애인용 화장실,음식점 좌석/테이블,장애인용 관람석,접수대 작업대,샤워실 탈의실,테이블/진열대 등 통로 폭,장애인용 객실,여객시설,비치용품,이용가능댓수,턱 치수 *삭제된 항목,단차 cm,메뉴명,경도,위도,다음 경도,다음 위도,소분류,접근여부,엘리베이터 여부,화장실 여부,경사로 여부,,,,2
1966,양천문화회관,02-2646-5870,,서울시 양천구 신정6동 322    양천문화회관,,,공연 전시 영화상영 대극장 해바라기홀  해바라기 홀 쪽은 승강기가 없고 옆 전시장 쪽 건물 승강기를 이용해야 함.,장애인용화장실장애인용엘리베이터장애인용주차장일반주차장지상버스접근가능,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용자동문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,장애인용 관람석 맨 뒤,이용불편(높이 90cm 초과),,,,,,,,,공공,126.86326,37.51655,187911.3709,446349.7464,공공시설,1,1,1,2,,,,1
1967,원효로2동 주민센터,02-2199-8500,,서울시 용산구 한강대로 38길 28,㏂09:00~㏘18:00,,,주출입구단차없음,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,,남녀별도미닫이문대변기 측면만 접근 가능대변기 손잡이 이용 가능,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.96923,37.52814,197280.1704,447627.7511,공공시설,1,2,2,1,,,,2
1968,이화동 주민센터,02-2148-5303,,서울시 종로구 이화장길 33,㏂09:00~㏘18:00,토요일 일요일,휠체어 이동 용이,주출입구단차없음지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,공공,127.00435,37.57698,200384.2555,453047.9704,공공시설,1,2,2,2,,,,2
1969,성동구청,02-2286-5114,,서울시 성동구 고산자로 270,㏂09:00~㏘18:00,토요일 일요일 국경일,장애인 주차장은 각 츨마다 22대씩 있음.,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 손잡이 이용 불편,,,,,,,,,22,,,공공,127.03697,37.56342,203266.3219,451543.6018,공공시설,1,1,1,1,,,,1
1970,월곡1동주민센터,02-2241-5560,,서울시 성북구 오패산로96,㏂09:00~㏘18:00,매주 토요일일요일,,장애인용화장실일반엘리베이터일반주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),이동가능,,남녀별도대변기 측면만 접근 가능대변기 손잡이 이용 가능접이식문,,,,,,,,,,,,공공,127.03576,37.61053,203157.4271,456772.2372,공공시설,1,2,1,1,,,,1
1971,종로56가동 주민센터,02-2148-5273,,서울시 종로구 종로35가길 19,㏂09:00~㏘18:00,국경일 공휴일,화장실이 협소하여 전동휠체어 접근이 불가능함,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도미닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,,,,,,,,공공,127.00503,37.57206,200444.3522,452501.9103,공공시설,1,1,1,1,,,,1
1972,서울문화재단 서울연극센터,02-743-9333,,서울시 종로구 대명길 3,㏂11:00~㏘20:00 일요일~㏘19:00,매주 월요일 1월1일 설날,대학로에 있는 서울연극센터는 연극공연관련 정보제공과 휴식공간을 제공해주는 곳이다.  주출입문에는 턱이 있어 휠체어출입이 힘들고 주차장쪽 출입구는 단차가 없머 휠체어 출입이 가능하다.   2층까지 이용가능,장애인용화장실일반주차장주출입구단차없음,,일반 주차장만 있음,이용가능(80cm 이상),이동가능,,남녀별도대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능접이식문,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.00132,37.58339,200116.5917,453759.3989,공공시설,2,2,1,4,,,,1
1973,명륜건강증진센터,02-2148-3735~41,,서울시 종로구 성균관로1길 6-3,㏂09:30~㏘18:00,국경일 공휴일 휴무일,명륜건강증진센터는 대사증후군검사와 운동처방을 해주는 곳이며  무료로 이용이 가능하다.   화장실이 협소하여 내부에서 전동휠체어 방향전환이 어려움.,장애인용엘리베이터일반주차장,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,,,,,,,,,,,,,공공,126.99778,37.58344,199803.9142,453764.9498,공공시설,1,1,2,2,,,,2
1974,헌혈의집 대학로센터,02-743-1972,,서울시 종로구 대명길 26 기영빌딩 3층,㏂09:30~㏘19:30,,대학로의 대명로에 있는 에뛰드화장품가게 3층에 있다.  주말과 휴일은 17시 30분까지 헌혈가능.  엘리베이터가 협소하여 전동휠체어 진입이 불가능하며   화장실도 공간이 협소하여 일반휠체어 접근도 불편함.,일반엘리베이터,경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,일반 엘리베이터만 있음,,,,,,이용가능(80cm 이상),,,,,,,공공,127.0001,37.58342,200008.8327,453762.7278,공공시설,2,2,2,2,,,,2
1975,종로장애인복지관,02-6395-7070,,서울시 종로구 신교동 66,㏂09:00~㏘18:00,주말,주출입구에 단차 없음.    복지관 내부 전체 휠체어 이동가능.,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능지상버스접근가능휠,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,1,,,공공,126.96982,37.58409,197334.3156,453837.5183,공공시설,1,1,1,2,,,,1
1976,혜화경찰서 교통정보센터,02-747-0112,,서울시 종로구 원남동 96-7,24시간,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,공공,126.99774,37.57568,199800.3604,452903.6789,공공시설,1,2,2,2,,,,2
1977,노량진우체국,02-812-9052,,서울시 동작구 노량진로 224,㏂09:00~㏘16:30(금융서비스),,09:00~18:00(우편서비스),,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,126.95064,37.51247,195636.0459,445889.2781,공공시설,2,,2,3,,,,2
1978,아리랑정보도서관,02-3291-4990,,서울시 성북구 돈암동 538-98,㏂09:00~㏘22:00,둘째 넷째주 월요일과 법정공휴일,아리랑시네센터와 같은 건물에 있는 정보도서관.  *평일에는 어린이도서관은 09~18시 문헌정보실은 09~22시 디지털정보실은 09~20시 일반열람실은 07~23시까지 운영하고 토 일요일에는 일반열람실은 07~22시까지,장애인용엘리베이터장애인용주차장주출입구단차없음,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀공용미닫이문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 불편,,,이용불편(높이 90cm 이하),,이용가능(80cm 미만),,,,,,,공공,127.0139,37.59992,201227.474,455594.1332,공공시설,1,1,2,1,,,,2
1979,종암동 새날어린이도서관,02-6925-6920,,서울시 성북구 종암로 98-8 4 5층,㏂09:00~㏘18:00,지정일,#NAME?,장애인용주차장주출입구단차없음지상버스접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,,,,,,,,,,,1,,,공공,127.03522,37.59904,203110.2262,455496.9554,공공시설,1,2,2,1,,,,2
1980,헌혈의집 광화문센터,02-732-1027,,서울시 종로구 종로 19 르메이에르종로타운1 2층,㏂09:00~㏘20:00 토요일㏂10:00~㏘20:00 일요일㏂10:0,명절,르메이에르종로타운 빌딩 2층 위치  내부가 넓어 휠체어로 이동 용이함.  출입구는 빌딩 정문으로 들어와서 엘리베이터를 타고 이동.,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능,턱이나계단없음,이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,,,,공공,126.97992,37.57084,198226.0958,452366.6821,공공시설,1,1,1,1,,,,1
1981,KT 광화문지사 고객센터,1577-5599,,서울시 종로구 세종대로 178 KT광화문지사,㏂09:00~㏘18:00,매주 일요일,광화문  kt 빌딩안에 위치한 KT 광화문 지사 정문에는 턱이 있으며 같은  건물 올레스퀘어를 통해 옆문으로 접근가능  올래스퀘어내 화장실 사용가능,장애인용화장실장애인용엘리베이터장애인용주차장지하철접근가능지상버스접근가능,턱이나계단없음,이용가능,이용가능(80cm 이상),이동불편,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도,,,,,,,,,,,,공공,126.97796,37.57214,198052.9797,452511.0058,공공시설,1,1,1,1,,,,1
1982,성북파출소,02-762-0103,,서울시 성북구 성북동 66-1,24시간,연중무휴,,일반주차장,경사로 이용불편(기울기 5도 초과),일반 주차장만 있음,이용가능(80cm 이상),이동가능,,,,,,,이용가능(80cm 이상),,,,,,,공공,126.99828,37.59366,199848.0984,454899.2535,공공시설,2,2,2,3,,,,2
1983,광화문 세종이야기,02-399-1154,,서울시 종로구 세종대로 175,㏂10:00~㏘21:00,매주 월요일,광화문광장 지하에 위치한 작은 박물관,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능,,,,,이용가능(80cm 이상),,,,,,,공공,126.97572,37.57262,197855.1112,452564.329,공공시설,1,1,1,1,,,,1
1984,광화문 충무공 이야기,02-399-1114,,서울시 종로구 세종대로 175,㏂10:00~㏘21:00,매주 월요일,세종문화회관 지하와 연결된 작은 박물관,장애인용화장실장애인용엘리베이터장애인용주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치,남녀별도대변기 전면/측면 모두 접근 가능,,,,,,,,,,,,공공,126.97572,37.57262,197855.1112,452564.329,공공시설,1,1,1,1,,,,1
1985,혜화경찰서 종로5가파출소,02-2267-2287,,서울시 종로구 종로5가 138-1,24시간,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.00163,37.57073,200143.9974,452354.2851,공공시설,1,2,2,2,,,,2
1986,종로5가우체국,02-763-0004,,서울시 종로구 종로5가 98-6,㏂09:00~㏘16:00,토요일 일요일 공휴일,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.,주출입구단차없음,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.00088,37.57117,200077.7405,452403.1191,공공시설,1,2,2,2,,,,2
1987,동작경찰서 노들지구대,02-815-2470,,서울시 동작구 노량진로 248,,,,,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,,,,,,,,공공,126.95364,37.5124,195901.2743,445881.374,공공시설,2,,2,3,,,,2
1988,정릉우체국,02-914-0205,,서울시 성북구 정릉2동414-4,㏂09:00~㏘18:00,토요일 일요일 공휴일,,지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.01148,37.60569,201013.6916,456234.5107,공공시설,2,2,2,3,,,,2
1989,평창동 주민센터,02-2148-5122,,서울시 종로구 평창문화로 65,㏂09:00~㏘18:00,토요일 일요일 공휴일,,장애인용화장실장애인용엘리베이터지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도바깥 열림 여닫이문대변기 전면만 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,126.96837,37.60637,197207.0755,456310.3917,공공시설,2,1,1,3,,,,1
1990,안암동 주민센터,02-2241-5220,,서울시 성북구 안암동2가 140-4,㏂09:00~㏘18:00,토요일 일요일 공휴일,,장애인용화장실장애인용엘리베이터일반엘리베이터지하철접근가능지상버스접근가능,턱이나계단없음,주차장없음,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.0214,37.58575,201890.1385,454021.5466,공공시설,1,1,1,1,,,,1
1991,서울맹학교,070-4628-5007,,서울시 종로구 필운대로 97,,,,장애인용화장실장애인용엘리베이터장애인용주차장,경사로 이용가능(기울기 5도 이하),이용가능장애인전용주차구역 크기 적합,이용가능(80cm 이상),이동가능,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀별도자동문대변기 전면/측면 모두 접근 가능대변기 손잡이 이용 가능,,,,,,,,,1,,,공공,126.96776,37.58477,197152.3896,453913.051,공공시설,1,1,1,2,,,,1
1992,흑석동 우체국,02-812-9053,,서울시 동작구 서달로 15길 13,㏂09:00~㏘18:00,,,,,,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,126.96239,37.50838,196674.6907,445434.8601,공공시설,2,,2,4,,,,2
1993,구립흑석청소년독서실 흑석복지센터,02-823-5490,,서울시 동작구 서달로 13길 17,㏂08:00~㏘23:00,,,장애인용엘리베이터주출입구단차없음,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,,,,,,,,,,,,공공,126.96194,37.5085,196634.9091,445448.1946,공공시설,1,1,2,1,,,,2
1994,성북1치안센터,02-762-0113,,서울시 성북구 성북로 25,24시간,연중무휴,주출입구에 단차 없음.    매장 내부 통로로 휠체어 이동가능.    계산대(휠체어) 이용가능.    경찰서라 내부촬영은 불가능.,주출입구단차없음지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,공공,127.00404,37.59018,200356.8087,454513.0189,공공시설,1,2,2,2,,,,2
